epoch,rmse,mae,corr
1,1.5212101936340332,1.0572878122329712,0.19828484952449799
2,1.2633973360061646,0.8585081100463867,0.4919895827770233
3,1.1905945539474487,0.7940228581428528,0.5694957971572876
4,1.1447007656097412,0.7459840774536133,0.6109837293624878
5,1.0735481977462769,0.692966639995575,0.6694028973579407
6,1.0323406457901,0.6592386960983276,0.6999838948249817
7,0.9971011281013489,0.6268130540847778,0.7241390347480774
8,0.9619268178939819,0.5993598699569702,0.7465350031852722
9,0.9185532927513123,0.5608469247817993,0.7724376320838928
10,0.882926881313324,0.5483052730560303,0.7926769256591797
11,0.8645513653755188,0.5262441039085388,0.8022024631500244
12,0.8350761532783508,0.505763053894043,0.8169831037521362
13,0.8100646138191223,0.492096483707428,0.8290613293647766
14,0.759211540222168,0.4663197100162506,0.8518233299255371
15,0.7607799768447876,0.45865297317504883,0.850729763507843
