epoch,train_db_s1465_rmse,train_db_s1465_mae,train_db_s1465_corr,val_db_ssym_rmse,val_db_ssym_mae,val_db_ssym_corr,test_db_s669_rmse,test_db_s669_mae,test_db_s669_corr
1,1.9531703,1.38992,0.16255791,1.5285197,1.0956265,0.38854674,1.5729603,1.1648407,0.31189993
2,1.771504,1.2335876,0.34873873,1.4198412,1.0337957,0.46795568,1.5422612,1.1346122,0.36200655
3,1.6926072,1.1496719,0.4392926,1.3988028,1.0183364,0.5031903,1.5226651,1.1030084,0.3944587
4,1.6663071,1.1223571,0.4709155,1.3766035,1.0069772,0.52736795,1.5116655,1.0883552,0.4150831
5,1.6428553,1.1013329,0.4949514,1.343618,0.99021864,0.55040526,1.4963276,1.076905,0.42944562
6,1.6113292,1.0740492,0.5201363,1.3135961,0.96960133,0.5742698,1.4815608,1.0635394,0.44278166
7,1.611775,1.0770738,0.51954544,1.2973856,0.95697975,0.58643377,1.4726382,1.0563455,0.4516237
8,1.6054771,1.056791,0.52528197,1.2958033,0.9552431,0.6036296,1.4594393,1.036189,0.4653591
9,1.6064569,1.0583078,0.5256121,1.2857355,0.9494336,0.6179959,1.4557719,1.0344323,0.47110417
10,1.5889707,1.04264,0.5403195,1.2706977,0.9420549,0.62041265,1.4471555,1.029203,0.4759965
11,1.562061,1.0253891,0.5631213,1.2604549,0.93304855,0.6265824,1.4476058,1.0314996,0.47652423
12,1.5722396,1.0306342,0.55237246,1.2540349,0.9291552,0.63312596,1.4463294,1.0278146,0.47913334
13,1.5537333,1.0149319,0.5673891,1.2484325,0.92647237,0.6384079,1.4423878,1.0239171,0.48186627
14,1.5547384,1.0097867,0.56629837,1.2473499,0.9264734,0.642728,1.4444156,1.024064,0.480467
15,1.5567576,1.0107014,0.5758028,1.2434275,0.92568636,0.6388124,1.4460655,1.0292014,0.478836
16,1.5569415,0.99526894,0.5639631,1.2476696,0.926943,0.64330256,1.4494686,1.0281559,0.47971073
17,1.5523183,1.0055541,0.568964,1.2539425,0.93087476,0.6486769,1.4505024,1.0278307,0.48234397
18,1.5317595,0.9771552,0.58468777,1.2355742,0.9192946,0.6452104,1.4458135,1.0272993,0.48066178
19,1.5336378,0.9892805,0.5831808,1.2350346,0.9200687,0.6449854,1.4461755,1.0251794,0.4817606
20,1.505539,0.9573663,0.6037324,1.2430173,0.9227026,0.652375,1.4442582,1.0197777,0.48640278
