epoch,rmse,mae,corr
1,0.6981267333030701,0.49527373909950256,0.7613210678100586
2,0.5279622077941895,0.3782612681388855,0.8694301843643188
3,0.4721637964248657,0.33811622858047485,0.8969405293464661
4,0.4394339919090271,0.31299707293510437,0.9113584160804749
5,0.4170852601528168,0.29543980956077576,0.9205079674720764
6,0.3971969187259674,0.2813887596130371,0.928185224533081
7,0.3828904330730438,0.27032822370529175,0.93343186378479
8,0.37057432532310486,0.26144227385520935,0.9378001689910889
9,0.3599834740161896,0.25291869044303894,0.9414022564888
10,0.34873220324516296,0.24504652619361877,0.9451103806495667
11,0.3391914665699005,0.23816639184951782,0.9481481909751892
12,0.33026716113090515,0.23153120279312134,0.9509082436561584
13,0.3234275281429291,0.2269260436296463,0.9529655575752258
14,0.31562575697898865,0.22164718806743622,0.9552661180496216
15,0.30952760577201843,0.21717065572738647,0.9570152163505554
