epoch,rmse,mae,corr
1,1.9807283878326416,1.4130654335021973,0.1678084284067154
2,1.7509108781814575,1.2110637426376343,0.4147150218486786
3,1.5108789205551147,1.0147809982299805,0.5583997964859009
4,1.3719394207000732,0.863715410232544,0.6548416614532471
5,1.2643153667449951,0.7614742517471313,0.7259725332260132
6,1.1714997291564941,0.7054316997528076,0.7668455839157104
7,1.1246787309646606,0.66552734375,0.7847759127616882
8,1.089694857597351,0.6303209662437439,0.8041536808013916
9,1.0241813659667969,0.5926246047019958,0.8299089670181274
10,0.9837766289710999,0.5631953477859497,0.8417758941650391
11,0.9305598139762878,0.5355690121650696,0.8617439866065979
12,0.8809873461723328,0.5034164190292358,0.8774927854537964
13,0.8298606872558594,0.4780007302761078,0.8922872543334961
14,0.7748133540153503,0.45439499616622925,0.9059428572654724
15,0.7446264028549194,0.449977308511734,0.9135858416557312
16,0.7096244692802429,0.42877304553985596,0.9220812320709229
17,0.6800949573516846,0.4267651438713074,0.9281046390533447
18,0.6449224948883057,0.3984667658805847,0.9351614713668823
19,0.6536257863044739,0.39567434787750244,0.9338111281394958
20,0.6301484704017639,0.37586644291877747,0.9393701553344727
