epoch,rmse,mae,corr
1,0.9996921420097351,0.735179603099823,0.4261240065097809
2,0.8711588382720947,0.6468985676765442,0.5878164768218994
3,0.8515784740447998,0.6310610771179199,0.6115896105766296
4,0.8363086581230164,0.6178315877914429,0.6287907958030701
5,0.8261110186576843,0.6101303696632385,0.6397088170051575
6,0.8204637169837952,0.6044771671295166,0.6458128690719604
7,0.814741849899292,0.59995037317276,0.6516575813293457
8,0.8089321851730347,0.5951722860336304,0.6573678255081177
9,0.8050273656845093,0.5918991565704346,0.6611984372138977
10,0.8032774329185486,0.5898177027702332,0.663124144077301
11,0.7984702587127686,0.5864351391792297,0.6676923036575317
12,0.7960463762283325,0.5834887623786926,0.6701027154922485
13,0.7937219142913818,0.5816643238067627,0.6724948287010193
14,0.7917664647102356,0.5798413753509521,0.6743134260177612
15,0.7885380387306213,0.5774954557418823,0.6773756146430969
16,0.7861247062683105,0.5745393633842468,0.6798994541168213
17,0.7847096920013428,0.5737218856811523,0.6811457276344299
18,0.7832954525947571,0.5724639892578125,0.6823562383651733
19,0.7817070484161377,0.5707733035087585,0.6839013695716858
20,0.7809804081916809,0.5706093311309814,0.6847501993179321
