epoch,rmse,mae,corr
1,1.8244518041610718,1.243755578994751,0.2847859859466553
2,1.6658821105957031,1.0828789472579956,0.47403523325920105
3,1.605465292930603,1.018763542175293,0.5238120555877686
4,1.5603772401809692,0.9665970206260681,0.5649559497833252
5,1.523014783859253,0.9299697279930115,0.6005259156227112
6,1.4956562519073486,0.9002392888069153,0.6161080598831177
7,1.4702931642532349,0.8670194149017334,0.631868839263916
8,1.4395817518234253,0.8427452445030212,0.6570590138435364
9,1.409359097480774,0.8085765242576599,0.671326220035553
10,1.387890338897705,0.7902242541313171,0.6874071359634399
11,1.3586163520812988,0.7581490874290466,0.7075973153114319
12,1.3447608947753906,0.7440460920333862,0.7102524638175964
13,1.316618800163269,0.7167154550552368,0.7298076748847961
14,1.3026924133300781,0.6907652020454407,0.7338594198226929
15,1.2895362377166748,0.6745174527168274,0.7479522228240967
16,1.2541900873184204,0.6540002226829529,0.7568051218986511
17,1.228236436843872,0.6364850401878357,0.7737506628036499
18,1.2093966007232666,0.6157600283622742,0.7792431712150574
19,1.1982219219207764,0.600710391998291,0.7848507761955261
20,1.169173240661621,0.5817790627479553,0.7961053848266602
