epoch,rmse,mae,corr
1,2.0206689834594727,1.410125732421875,0.21455085277557373
2,1.741057276725769,1.1693941354751587,0.45735472440719604
3,1.6007148027420044,1.0313395261764526,0.5539819598197937
4,1.4692533016204834,0.9259495735168457,0.6343324780464172
5,1.4068889617919922,0.8451417088508606,0.6783580780029297
6,1.4011574983596802,0.7978565096855164,0.6818363070487976
7,1.2502917051315308,0.7129078507423401,0.7540009617805481
8,1.1143862009048462,0.6235183477401733,0.8059580326080322
9,1.1168873310089111,0.5996350049972534,0.8061411380767822
10,1.1745694875717163,0.6221610307693481,0.7836524248123169
