epoch,rmse,mae,corr
1,1.7776727676391602,1.226215124130249,0.5252141952514648
2,1.4610604047775269,0.9507507085800171,0.7136862874031067
3,1.264717698097229,0.8002980947494507,0.7958003878593445
4,1.1268651485443115,0.6982665061950684,0.8421613574028015
5,0.9941544532775879,0.6154330968856812,0.8796512484550476
6,0.9093888998031616,0.5506442785263062,0.9006046652793884
7,0.8434564471244812,0.5096434950828552,0.9149749279022217
8,0.8021307587623596,0.4817216694355011,0.9234520196914673
9,0.73786860704422,0.44661006331443787,0.9354167580604553
10,0.6618810892105103,0.4028230309486389,0.9485830664634705
