epoch,rmse,mae,corr
1,1.7705328464508057,1.2198431491851807,0.542229175567627
2,1.4514347314834595,0.9438432455062866,0.7255585193634033
3,1.255393147468567,0.7962702512741089,0.8033225536346436
4,1.0792088508605957,0.680560827255249,0.8570409417152405
5,0.9749158620834351,0.6048307418823242,0.8847420811653137
6,0.8900431990623474,0.5453690886497498,0.906419575214386
7,0.806197464466095,0.49667882919311523,0.9233341217041016
8,0.7505233287811279,0.46619388461112976,0.9341346621513367
9,0.7285749316215515,0.44732582569122314,0.938372015953064
10,0.6351748108863831,0.3980441987514496,0.9536406397819519
