epoch,rmse,mae,corr
1,1.9251450300216675,1.337591528892517,0.2253543883562088
2,1.5884196758270264,1.0626965761184692,0.540990948677063
3,1.4759689569473267,0.9502094984054565,0.6363258957862854
4,1.3615187406539917,0.8555356860160828,0.6989735960960388
5,1.2964186668395996,0.8270710110664368,0.7345274090766907
6,1.1687445640563965,0.7275506854057312,0.7958676218986511
7,1.0694236755371094,0.656589150428772,0.8293402194976807
8,1.0179836750030518,0.6207991242408752,0.8442314267158508
9,0.9527521133422852,0.5812443494796753,0.8630421757698059
10,0.9208770990371704,0.5564917922019958,0.8736070394515991
11,0.8901414275169373,0.5478240251541138,0.884111762046814
12,0.8546900153160095,0.5138865113258362,0.8962193131446838
13,0.8070720434188843,0.49678662419319153,0.9035610556602478
14,0.7730535268783569,0.47013741731643677,0.9140045046806335
15,0.7581444978713989,0.4601649343967438,0.9156139492988586
