epoch,rmse,mae,corr
1,2.021519899368286,1.433895230293274,0.14765742421150208
2,1.6856718063354492,1.1591471433639526,0.45308175683021545
3,1.597308874130249,1.0586333274841309,0.5500331521034241
4,1.5067286491394043,0.9799397587776184,0.6063036918640137
5,1.460157036781311,0.9445213079452515,0.6447104811668396
6,1.4142085313796997,0.8984614610671997,0.6779211163520813
7,1.3454875946044922,0.8259372711181641,0.7065412998199463
8,1.2907249927520752,0.7975544333457947,0.7317050695419312
9,1.2363626956939697,0.7595158219337463,0.7567800283432007
10,1.1659290790557861,0.711787760257721,0.7879504561424255
11,1.143269658088684,0.6952520608901978,0.8031179308891296
12,1.1244701147079468,0.6751713156700134,0.8127330541610718
13,1.070894718170166,0.6497651934623718,0.8257773518562317
14,1.0303566455841064,0.6249955892562866,0.8417067527770996
15,0.9812240600585938,0.598086953163147,0.8561885356903076
16,1.0110244750976562,0.6145680546760559,0.8515567779541016
17,0.9494964480400085,0.5771328806877136,0.8663094639778137
18,0.9289680123329163,0.5520427823066711,0.873164713382721
19,0.8847423791885376,0.5381296277046204,0.8860868811607361
