epoch,rmse,mae,corr
1,0.5341500639915466,0.3575604259967804,0.8667175769805908
2,0.362763375043869,0.24635855853557587,0.9404444098472595
3,0.3117647171020508,0.20940563082695007,0.9563623070716858
4,0.2764917314052582,0.18538832664489746,0.9658428430557251
5,0.2496030628681183,0.16709519922733307,0.9722539782524109
6,0.22761914134025574,0.15248297154903412,0.976983368396759
7,0.21210256218910217,0.14148887991905212,0.9800405502319336
8,0.19735877215862274,0.1320512890815735,0.9827473163604736
9,0.1843002587556839,0.12376691401004791,0.9849709868431091
10,0.17520104348659515,0.11734627187252045,0.986427366733551
