epoch,rmse,mae,corr
1,1.506486177444458,1.040299892425537,0.1869199126958847
2,1.255500078201294,0.8411310315132141,0.49218377470970154
3,1.1722577810287476,0.7676301598548889,0.5731526613235474
4,1.132059931755066,0.7270683646202087,0.6094680428504944
5,1.0723928213119507,0.6813478469848633,0.6614947319030762
6,1.0266335010528564,0.6412753462791443,0.6970856785774231
7,0.9825631380081177,0.6105651259422302,0.7247898578643799
8,0.9568375945091248,0.5963799357414246,0.7425134778022766
9,0.9174753427505493,0.5643683671951294,0.7665042281150818
10,0.8797213435173035,0.5373482704162598,0.7881261706352234
11,0.8539725542068481,0.5229278802871704,0.8017204403877258
12,0.8078650236129761,0.4929332435131073,0.8257492184638977
13,0.7860879898071289,0.47526872158050537,0.8359611630439758
14,0.7716887593269348,0.4623168408870697,0.8430483341217041
15,0.747085690498352,0.4515131413936615,0.8531566858291626
16,0.7224360108375549,0.437502384185791,0.8637974858283997
17,0.701443076133728,0.42600271105766296,0.8723218441009521
18,0.6845791935920715,0.4160407483577728,0.8791391849517822
19,0.6599138379096985,0.3949035704135895,0.8892797231674194
