epoch,rmse,mae,corr
1,2.6900832653045654,1.8383105993270874,0.10277752578258514
2,1.5361839532852173,1.0627304315567017,0.6020605564117432
3,1.3226453065872192,0.8812523484230042,0.7289184927940369
4,1.1573525667190552,0.7661012411117554,0.7966792583465576
5,0.9781485795974731,0.6366859674453735,0.8588085174560547
6,0.8532522916793823,0.5587934255599976,0.8953704237937927
7,0.803112804889679,0.5203491449356079,0.9065900444984436
8,0.6626276969909668,0.43376168608665466,0.9361991286277771
9,0.5936873555183411,0.3982582986354828,0.9493278861045837
10,0.5984108448028564,0.38336795568466187,0.9485660195350647
11,0.5028346180915833,0.33370792865753174,0.9644647836685181
12,0.5179832577705383,0.34482088685035706,0.9632443189620972
13,0.45302867889404297,0.31262218952178955,0.9705274105072021
14,0.4863984286785126,0.3101436495780945,0.967758059501648
15,0.3830275237560272,0.262315958738327,0.9792627096176147
16,0.41087770462036133,0.26135915517807007,0.9766390323638916
17,0.34473299980163574,0.24996623396873474,0.9833692312240601
18,0.3629609942436218,0.24671480059623718,0.981604278087616
19,0.3361818790435791,0.23063473403453827,0.9843886494636536
