epoch,rmse,mae,corr
1,1.0427004098892212,0.7275519371032715,0.43347659707069397
2,0.8640851974487305,0.6130909323692322,0.6097583174705505
3,0.8289110064506531,0.5855720043182373,0.6440969705581665
4,0.8113261461257935,0.5714399814605713,0.6611242294311523
5,0.7998780608177185,0.5625075101852417,0.6721369028091431
6,0.7911478281021118,0.5555909276008606,0.6804817914962769
7,0.7840549945831299,0.5499482750892639,0.6870050430297852
8,0.7775680422782898,0.5449132323265076,0.6930001974105835
9,0.772267758846283,0.5408920049667358,0.6977444291114807
10,0.7673647403717041,0.5371169447898865,0.7022417783737183
11,0.7627708911895752,0.5334751009941101,0.7063520550727844
12,0.7586634755134583,0.5303166508674622,0.7099691033363342
13,0.7549853324890137,0.5272083878517151,0.7133001685142517
14,0.7517015337944031,0.5246826410293579,0.716252326965332
15,0.748219907283783,0.5221788287162781,0.7191242575645447
16,0.7451395988464355,0.5196647047996521,0.7218877077102661
17,0.7423612475395203,0.5172368288040161,0.7242485284805298
18,0.7398518919944763,0.5151515007019043,0.7263849377632141
19,0.7370021939277649,0.5132466554641724,0.7288023829460144
20,0.7347009778022766,0.5110971927642822,0.7307844161987305
