epoch,rmse,mae,corr
1,1.432386875152588,0.9889496564865112,0.24412420392036438
2,1.2793766260147095,0.8700514435768127,0.45949018001556396
3,1.2334002256393433,0.8265643119812012,0.5060076713562012
4,1.2198257446289062,0.814936637878418,0.5184296369552612
5,1.2073687314987183,0.8053481578826904,0.536162257194519
6,1.2083410024642944,0.7967301607131958,0.5359081029891968
7,1.1943074464797974,0.7857850193977356,0.547688364982605
8,1.184579849243164,0.7739932537078857,0.5590735673904419
9,1.1770426034927368,0.7707902193069458,0.5638740658760071
10,1.1728219985961914,0.7607154846191406,0.5703883767127991
11,1.1723545789718628,0.7608669996261597,0.5696423053741455
12,1.162520408630371,0.7563151717185974,0.5830885767936707
13,1.1671762466430664,0.7558876872062683,0.5774086713790894
14,1.159440517425537,0.74744713306427,0.5849635004997253
15,1.1492680311203003,0.7371659278869629,0.5950899124145508
16,1.1511121988296509,0.7455231547355652,0.5925302505493164
17,1.1505743265151978,0.7423605918884277,0.5936679244041443
18,1.1359604597091675,0.7244808673858643,0.6099087595939636
19,1.1480603218078613,0.7336251139640808,0.6029523015022278
