epoch,rmse,mae,corr
1,1.3968958854675293,0.9241684079170227,0.36730191111564636
2,1.042376160621643,0.6398593783378601,0.6948117613792419
3,0.8759762644767761,0.5082153081893921,0.7987595796585083
4,0.7594589591026306,0.42269590497016907,0.8528386950492859
5,0.7286787629127502,0.38140782713890076,0.8651648759841919
6,0.6227056384086609,0.3230498433113098,0.9037292003631592
7,0.5665065050125122,0.2870805859565735,0.9210677146911621
8,0.5530070066452026,0.27223873138427734,0.9248079657554626
9,0.4817964732646942,0.24939677119255066,0.9437819123268127
10,0.45253995060920715,0.23194746673107147,0.9506171941757202
11,0.3962928056716919,0.209559828042984,0.9621444940567017
12,0.36530619859695435,0.20958536863327026,0.9680452346801758
13,0.36419519782066345,0.1914813220500946,0.9683828353881836
14,0.3293699324131012,0.18618129193782806,0.9739802479743958
15,0.3188462555408478,0.17942345142364502,0.9755005836486816
16,0.30294468998908997,0.1714431196451187,0.97786545753479
17,0.2817869782447815,0.16423146426677704,0.9811694025993347
18,0.25597891211509705,0.15792176127433777,0.9841886162757874
19,0.28218063712120056,0.15507562458515167,0.9808144569396973
20,0.24755242466926575,0.15045814216136932,0.9852339029312134
