epoch,train_db_s1413_rmse,train_db_s1413_mae,train_db_s1413_corr,val_db_ssym_rmse,val_db_ssym_mae,val_db_ssym_corr,test_db_s669_rmse,test_db_s669_mae,test_db_s669_corr
1,2.0132916,1.4197223,0.11640245,1.5273304,1.0917687,0.39657846,1.5731701,1.1656083,0.3099823
2,1.7499117,1.2196139,0.37484735,1.4025407,1.0214322,0.48604864,1.5404359,1.1323298,0.358985
3,1.6986427,1.1557902,0.45379767,1.3727943,1.0059081,0.516183,1.5276252,1.1148893,0.3870137
4,1.6577492,1.1293167,0.48113045,1.3620428,0.99739814,0.5380943,1.5127258,1.0915319,0.40987554
5,1.6567861,1.1105754,0.49545562,1.3342984,0.9828051,0.55476654,1.4931139,1.0746423,0.42789873
6,1.6591533,1.11012,0.49734935,1.3165734,0.9703478,0.5715295,1.4816257,1.065447,0.43975148
7,1.6141769,1.0793762,0.52499616,1.3041284,0.95880145,0.58613485,1.472919,1.0575969,0.45013615
8,1.6127396,1.064865,0.5164611,1.2961655,0.95394,0.5959774,1.4632946,1.049472,0.46033117
9,1.5923479,1.0514177,0.5337158,1.283453,0.94818836,0.60620224,1.457938,1.0441971,0.46629494
10,1.5731964,1.031937,0.5507474,1.2684399,0.93998927,0.61830074,1.4576021,1.0439285,0.46692336
11,1.5773882,1.0282745,0.5607387,1.2592553,0.93705314,0.6216457,1.4561844,1.0425776,0.4692302
12,1.5937045,1.03216,0.5552616,1.2570099,0.9329924,0.633382,1.4525322,1.0347724,0.4733356
13,1.5594109,1.0149308,0.56025416,1.2535858,0.92886806,0.63986856,1.4533243,1.0332268,0.4747551
14,1.564196,1.0267521,0.5655219,1.2420173,0.9199414,0.6490058,1.4521525,1.0337086,0.4762096
15,1.532343,0.9993301,0.5855288,1.2334268,0.9156044,0.651658,1.4485246,1.0324678,0.47723013
16,1.5562848,1.0017396,0.58217347,1.2284893,0.91102487,0.65902555,1.4499375,1.0294571,0.47724718
17,1.5350033,1.0050713,0.5856932,1.2165524,0.90405923,0.6553973,1.4501393,1.0347135,0.4758236
18,1.5494998,0.99375385,0.57719326,1.2349494,0.920626,0.6571156,1.4533257,1.0324724,0.47561875
19,1.5350931,0.9865042,0.59684485,1.2326639,0.9205089,0.6583604,1.4526656,1.0331088,0.4751926
20,1.5126457,0.9743546,0.5932422,1.2182338,0.90776587,0.6620075,1.4490238,1.031209,0.4770571
