epoch,rmse,mae,corr
1,2.013291597366333,1.419722318649292,0.11640244722366333
2,1.7499116659164429,1.2196139097213745,0.3748473525047302
3,1.6986427307128906,1.1557902097702026,0.45379766821861267
4,1.6577491760253906,1.1293166875839233,0.481130450963974
5,1.6567860841751099,1.1105754375457764,0.49545562267303467
6,1.6591533422470093,1.1101200580596924,0.497349351644516
7,1.614176869392395,1.079376220703125,0.5249961614608765
8,1.6127395629882812,1.064864993095398,0.5164610743522644
9,1.5923478603363037,1.0514177083969116,0.5337157845497131
10,1.5731964111328125,1.0319370031356812,0.5507473945617676
11,1.5773881673812866,1.0282745361328125,0.5607386827468872
12,1.5937044620513916,1.0321600437164307,0.5552616119384766
13,1.5594109296798706,1.0149308443069458,0.5602541565895081
14,1.564195990562439,1.0267521142959595,0.5655218958854675
15,1.5323430299758911,0.9993301033973694,0.5855287909507751
16,1.556284785270691,1.0017396211624146,0.5821734666824341
17,1.5350033044815063,1.0050712823867798,0.5856931805610657
18,1.549499750137329,0.9937538504600525,0.5771932601928711
19,1.535093069076538,0.9865041971206665,0.5968448519706726
20,1.5126457214355469,0.97435462474823,0.5932422280311584
