epoch,rmse,mae,corr
1,2.097369909286499,1.493208885192871,0.15754061937332153
2,1.8860059976577759,1.317378044128418,0.27576082944869995
3,1.7507762908935547,1.2168469429016113,0.41894102096557617
4,1.6472430229187012,1.1250265836715698,0.49896955490112305
5,1.5906821489334106,1.0815637111663818,0.5567924380302429
6,1.5445808172225952,1.0618727207183838,0.5899676084518433
7,1.5686748027801514,1.0625554323196411,0.5716125965118408
8,1.47893226146698,1.0028260946273804,0.6194760203361511
9,1.433502197265625,0.9851955771446228,0.6482109427452087
10,1.3739732503890991,0.937004566192627,0.684220016002655
11,1.3756788969039917,0.918415904045105,0.6920028924942017
12,1.370201587677002,0.9121445417404175,0.698563277721405
13,1.3095964193344116,0.8707737922668457,0.717384397983551
14,1.2717276811599731,0.851894736289978,0.7414312958717346
15,1.254454255104065,0.8346983194351196,0.7467414140701294
16,1.2664694786071777,0.831936240196228,0.7487376928329468
17,1.238889455795288,0.8086652159690857,0.7570304274559021
18,1.251682162284851,0.8326369524002075,0.7522269487380981
19,1.2174502611160278,0.7847384810447693,0.7694587707519531
20,1.2140613794326782,0.793086588382721,0.7649199366569519
