epoch,rmse,mae,corr
1,1.8639215230941772,1.3101537227630615,0.23296914994716644
2,1.6553752422332764,1.1620056629180908,0.40114814043045044
3,1.6260957717895508,1.122300386428833,0.4341016113758087
4,1.6150544881820679,1.0921204090118408,0.4645536243915558
5,1.5730586051940918,1.0749210119247437,0.49730634689331055
6,1.5514439344406128,1.0412780046463013,0.5166078209877014
7,1.5459731817245483,1.044362187385559,0.5157119631767273
8,1.534332036972046,1.0261609554290771,0.5296454429626465
9,1.5242726802825928,1.017877459526062,0.5362902283668518
10,1.512965202331543,1.0026981830596924,0.5480581521987915
11,1.5240299701690674,1.0114243030548096,0.544151782989502
12,1.4929605722427368,0.997214138507843,0.5671563744544983
13,1.4848637580871582,0.9775399565696716,0.5727130770683289
14,1.4796252250671387,0.9891641139984131,0.5745992660522461
15,1.4664475917816162,0.9692955017089844,0.5833969712257385
16,1.4984577894210815,0.999879777431488,0.5604923367500305
17,1.479588270187378,0.9852310419082642,0.5770122408866882
18,1.4342973232269287,0.9475958347320557,0.6125532984733582
19,1.4729081392288208,0.9732406735420227,0.5786856412887573
20,1.4658465385437012,0.9671315550804138,0.5952908396720886
