epoch,rmse,mae,corr
1,1.0031218528747559,0.7373460531234741,0.42346134781837463
2,0.8713054060935974,0.6479148864746094,0.5888838171958923
3,0.8487603068351746,0.629317045211792,0.6163707971572876
4,0.8364269137382507,0.6193877458572388,0.630030632019043
5,0.8271017670631409,0.611438512802124,0.6397678256034851
6,0.8203333020210266,0.60504150390625,0.6471104025840759
7,0.8144303560256958,0.601054847240448,0.6527991890907288
8,0.809789776802063,0.5961821675300598,0.6577891707420349
9,0.8056172132492065,0.5919802784919739,0.6618320941925049
10,0.802376925945282,0.5899766683578491,0.6651995182037354
11,0.7980894446372986,0.5863610506057739,0.6693289875984192
12,0.7968609929084778,0.584847629070282,0.67058265209198
13,0.7939723134040833,0.5829273462295532,0.673171877861023
14,0.7904134392738342,0.5796958804130554,0.6769078969955444
15,0.7885358333587646,0.5778895020484924,0.6786702871322632
16,0.78653883934021,0.5757710337638855,0.6804731488227844
17,0.7846968173980713,0.5744887590408325,0.6822181344032288
18,0.7846121191978455,0.5738686323165894,0.6823958158493042
19,0.7810409069061279,0.5714202523231506,0.6857041716575623
20,0.7801275849342346,0.5702781081199646,0.6864985823631287
